in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
3267,0,1,11,5.498777125,43.79269942,17.04005671,0.28927267,1,0.289931673,0.452383406,2.122686098,2.452636536,0.113067897,0.710617046,93.699474,66.584443,421.647633,76.680255,56.430255,16.699256,3.98727,4.188142,1,2,1,1.0,1.0,1,107.275574,29 Jun 08:00,35.876625,97.331153,20782.606432,2985.083072,4082.937153,4325.357102,4177.034419,3210.577911,2001.610867,30654.331372,4401.40305,6022.446745,6383.861321,6171.207513,4735.24054,2940.444051,77.612061,105.463153
3268,1,0,16,4.380054931,99.85804044,17.24889856,0.830132426,1,0.189042715,0.251770694,3.496276093,2.930020433,1.277773587,0.715775408,75.551123,54.077636,339.980054,77.620044,57.370044,2.255334,3.996276,0.564359,6,0,0,0.0,0.0,0,43.216417,29 Jun 10:00,53.017572,128.104971,6520.770661,884.995714,1311.986776,1350.044378,1347.594703,1006.72572,618.583397,9121.488934,1240.199453,1833.996781,1886.637981,1882.814398,1409.028673,867.631291,19.232438,26.020943
3269,0,1,77,4.55277706,283.5488188,17.46671138,0.157217446,1,0.931479601,0.279707664,3.537036796,3.4319382,1.353382186,0.541530149,79.522043,43.063584,357.849193,78.600201,58.350201,2.435009,3.537037,0.688432,5,10,5,1.0,1.0,1,32.192268,06 Jun 17:00,26.720799,273.573044,16829.442878,2436.319509,3387.119906,3328.028515,3159.886749,2701.120663,1816.176977,39688.63538,5975.75345,7817.358014,7553.51992,7266.574426,6426.2925,4647.589614,72.189444,97.242249
3270,1,1,78,3.886835909,340.8579216,5.428158676,0.965696023,1,0.175545179,0.370163942,3.778489249,2.779640621,0.392995012,0.750368896,21.098362,15.831555,94.942629,24.426714,21.567331,2.078123,3.809099,0.545568,2,4,2,1.0,1.0,1,59.708746,29 Jun 13:00,59.713754,206.126909,1711.68961,256.093651,328.669826,340.5177,332.841868,265.132966,188.087725,2806.942224,410.092467,544.495333,573.820436,555.889965,428.235458,293.724367,10.392755,11.77062
3271,0,0,22,5.464675925,231.3252799,15.39167046,0.102040777,1,0.23754544,0.486442723,2.090523027,2.586417476,0.62964413,0.368062724,84.110491,30.957936,378.49721,69.262517,49.012517,2.468117,2.090523,1.180622,6,0,0,0.0,0.0,0,123.057263,02 Apr 14:00,37.777151,217.645838,18740.729769,3180.530899,3469.313046,3027.172362,3090.211201,3161.358234,2811.675092,50917.21728,8641.274056,9425.8745,8224.610036,8395.88201,8589.183334,7639.119279,141.013916,199.275192
3272,0,0,96,3.666471848,76.53745068,10.24331483,0.883968655,0,0.33283453,0.272218972,3.727145506,1.762384531,1.344496847,0.486356553,37.556825,18.266008,169.005715,46.094917,25.844917,0.847262,3.593142,0.2358,6,0,0,0.0,0.0,0,64.220943,29 Jun 08:00,35.876625,97.331153,8153.551882,1250.091791,1563.939793,1588.208339,1581.68811,1301.325394,869.505664,16764.557035,2570.319743,3215.624072,3265.522722,3252.116465,2675.661383,1787.794801,38.286001,68.283835
3273,0,0,13,5.454266163,120.786101,5.602924293,0.46976208,0,0.253135439,0.433492894,2.991018472,2.462811454,1.045937662,0.464463853,30.55984,14.193941,137.519282,25.213159,21.716231,2.372761,2.991018,0.793295,2,0,0,0.0,0.0,0,102.627702,02 Apr 09:00,30.005415,124.170586,7963.688371,1341.424825,1446.190374,1366.161258,1425.52128,1328.672247,1057.294311,17145.979605,2888.114353,3113.676667,2941.372388,3069.175696,2860.657798,2276.375698,134.722249,156.416346
3274,0,1,77,4.29787639,64.84410321,12.495988,0.260834625,1,0.004505588,0.294364035,3.2175799,2.638648378,0.458785801,0.401328704,53.706212,21.553844,241.677953,56.231946,35.981946,1.339755,3.21758,0.416386,5,10,5,1.0,1.0,1,49.452454,29 Jun 08:00,35.876625,97.331153,8434.945133,1264.475267,1634.877171,1686.060683,1658.067092,1330.267538,861.992863,21712.980834,3247.085504,4210.748558,4347.502942,4279.16248,3421.682618,2208.900032,31.323582,48.951937
3275,1,1,73,4.102155102,237.5332516,10.31670104,0.124529583,0,0.488654487,0.405884837,3.847128148,2.680261249,0.964842427,0.720610832,42.320708,30.49676,190.443185,46.425155,26.175155,1.896512,4.020112,0.471756,4,4,4,1.0,0.0,1,67.886554,16 Aug 14:00,45.547681,221.976491,8340.391941,1355.370861,1634.007399,1453.644408,1473.574423,1361.39177,1061.323272,13015.904535,2154.725092,2515.527061,2220.020103,2267.082316,2148.866701,1707.897569,132.312447,234.673907
3276,1,0,99,3.93052757,49.49563696,12.91642562,0.020859783,0,0.388157206,0.307003136,2.749684937,3.178595125,0.135766553,0.635853309,50.768367,32.281234,228.457652,58.123915,37.873915,2.646276,3.049685,0.867721,4,0,0,0.0,0.0,0,20.300151,29 Jun 09:00,44.905465,111.043783,3587.647578,522.934343,691.963235,728.716436,711.196976,558.218835,374.91674,5733.007536,824.915173,1108.66219,1179.932673,1148.460177,885.161032,586.277204,9.55606,14.665387
3277,1,0,60,3.636446563,337.5835038,10.3334769,0.019868694,1,0.957829796,0.414119002,3.849519312,2.216382105,1.221824716,0.830259841,37.577137,31.198787,169.097115,46.500646,26.250646,1.750912,3.563718,0.491316,5,0,0,0.0,0.0,0,49.505472,31 Jul 12:00,56.618921,177.014986,5491.061282,828.442652,1034.610054,1090.310284,1067.057016,854.102558,616.156577,6622.305678,999.386107,1247.819774,1314.211594,1286.671903,1030.387595,743.366954,22.882253,40.533843
3278,0,1,42,4.98624471,46.07381553,13.05370875,0.53247488,1,0.197805754,0.44714836,3.175091245,1.985737853,0.297827309,0.661711056,65.088986,43.070102,292.900438,58.741689,38.491689,1.770564,3.475091,0.509501,7,14,7,1.0,1.0,1,105.666151,29 Jun 08:00,35.876625,97.331153,12589.754555,1811.106255,2478.462172,2610.462552,2522.777081,1950.333008,1216.550684,21810.918931,3144.134032,4280.066278,4527.682023,4382.776365,3375.963857,2100.751393,55.703485,85.008397
3279,1,1,99,4.329857135,20.84285299,5.761808079,0.295643867,1,0.758848608,0.486663506,2.559049243,2.296978002,0.103644799,0.635887409,24.947806,15.863996,112.265126,25.928136,21.845015,1.849565,2.859049,0.646916,3,6,3,1.0,1.0,1,40.383293,29 Jun 11:00,59.129269,150.400866,1042.23567,162.661826,197.724998,196.382848,195.394777,166.87547,123.255066,2290.300795,352.034105,435.017302,442.578211,435.773681,361.840157,263.02654,12.348735,14.656877
3280,0,0,70,4.470916414,199.4872232,15.33346848,0.937673285,0,0.614825991,0.332550558,2.765260084,3.285653192,0.865462101,0.808396853,68.554656,55.419368,308.495952,69.000608,48.750608,15.026799,3.688035,4.074473,1,0,0,0.0,0.0,0,126.617632,02 Apr 13:00,42.195942,198.973648,32961.195803,5984.620079,5771.14746,4807.83175,5163.24033,5678.334814,5556.565339,40773.530567,7403.071552,7139.002404,5947.36534,6387.011503,7024.191713,6873.560953,134.412983,190.245372
3281,0,1,43,3.20470307,224.8955236,11.85624922,0.08140994,0,0.844145763,0.258067969,3.915558661,3.88022148,0.486716457,0.587376908,37.995758,22.317831,170.980912,53.353121,33.103121,2.368737,3.140609,0.754229,3,3,3,0.0,1.0,1,55.943556,02 Apr 14:00,37.777151,217.645838,11906.591288,2102.692253,2148.149834,1804.67768,1895.784689,2033.58454,1921.381467,23024.542756,3959.454504,4222.354984,3641.702496,3755.342245,3901.504305,3543.693165,49.640086,80.006157
3282,0,1,79,3.18474117,166.1219313,5.813751172,0.320257259,1,0.406089082,0.469315866,3.713538808,3.379937396,1.170621549,0.375927107,18.515293,6.9604,83.318817,26.16188,21.88558,1.115075,3.121046,0.357276,2,4,2,1.0,1.0,1,44.793977,02 Apr 11:00,41.733145,158.410916,2887.778113,539.466538,483.826182,410.674284,452.360861,501.724225,500.079321,10795.108069,1978.191191,1851.843172,1592.050854,1734.375741,1859.031419,1780.930506,63.0598,75.381277
3283,1,0,79,3.736003333,349.4184783,8.110762244,0.911045639,1,0.072134823,0.387031585,3.044540998,3.162139313,0.482814565,0.739531491,30.301835,22.409161,136.358256,36.49843,22.177749,2.107387,3.544541,0.594544,3,0,0,0.0,0.0,0,56.555711,29 Jun 12:00,61.690132,178.038324,2461.977872,379.623875,467.849099,474.289639,470.983051,388.141371,280.95059,3321.603072,511.974597,631.286947,640.220192,635.596994,523.526244,378.804324,13.410567,22.070078
3284,0,0,12,3.344292744,128.6196479,19.2066158,0.579810211,0,0.355156048,0.262799817,3.801992276,2.60372335,0.643101025,0.891486057,64.232546,57.262419,289.046456,86.429771,66.179771,2.495981,3.277407,0.761572,7,0,0,0.0,0.0,0,46.584214,02 Apr 08:00,21.709185,110.342792,32721.475972,5607.638383,5872.540117,5467.210751,5751.563857,5494.297718,4534.439118,36704.416152,6290.214174,6587.360459,6132.693407,6451.658675,6163.077417,5086.382374,72.281902,94.399061
3285,1,1,7,5.361769295,311.8146485,19.12585446,0.09738393,1,0.236667356,0.388926923,3.727799147,2.786647897,0.076679301,0.618530036,102.548419,63.429277,461.467886,86.066345,65.816345,2.249696,4.027799,0.558542,7,14,7,1.0,1.0,1,23.204411,28 Jun 15:00,46.075552,246.977706,9850.437088,1365.347551,1959.75864,2108.44134,2001.388289,1465.707832,947.660539,17819.876293,2467.602747,3556.319824,3815.786443,3613.58142,2661.783604,1700.956592,35.309768,46.173677
3286,1,0,11,4.810754264,102.7849828,7.331062511,0.201335765,1,0.779599419,0.426827307,3.774707272,1.865211144,1.215376478,0.508870754,35.26794,17.946823,158.705731,32.989781,22.531435,1.188624,3.774707,0.314892,4,0,0,0.0,0.0,0,77.855994,29 Jun 08:00,35.876625,97.331153,5291.24675,839.640276,980.287901,974.730366,1013.359898,865.824638,619.480676,10153.758194,1594.938492,1890.057221,1880.883773,1956.083715,1657.968211,1178.053386,111.92537,163.87742
3287,0,0,7,4.28240891,96.24100151,6.893963675,0.117073277,1,0.521926701,0.310625659,3.018420194,1.431346114,1.209101163,0.631936499,29.522771,18.656517,132.852472,31.022837,22.482507,1.124422,3.31842,0.338842,5,0,0,0.0,0.0,0,110.517192,29 Jun 08:00,35.876625,97.331153,9507.307439,1523.251974,1780.595262,1754.108361,1783.839242,1550.276457,1117.100332,15044.718345,2410.450822,2817.680431,2775.76656,2822.813824,2453.215367,1767.741304,82.904008,114.396383
3288,0,0,46,5.46031442,323.0813941,11.22811759,0.247082923,1,0.046527795,0.489718264,2.69555294,3.76409973,1.248835437,0.680554849,61.309052,41.724173,275.890736,50.526529,30.276529,11.003555,3.791881,2.901872,1,0,0,0.0,0.0,0,64.347182,06 Jun 17:00,26.720799,273.573044,14368.729211,2007.16281,2862.556866,3006.015123,2819.749129,2240.699333,1431.056738,21113.258843,2949.303822,4206.210807,4417.006848,4143.309565,3292.45992,2102.779649,187.515339,312.932145
3289,1,0,68,4.48799371,53.199464,18.17708714,0.897004879,1,0.688701071,0.408074462,2.03100977,2.228294049,1.046777243,0.893439473,81.578653,72.885589,367.103937,81.796892,61.546892,17.813545,4.091582,4.353706,1,0,0,0.0,0.0,0,59.138799,29 Jun 08:00,35.876625,97.331153,15037.606242,2346.11364,2851.623829,2898.980035,2907.979171,2399.183106,1638.413459,16911.506936,2636.609273,3209.671635,3260.395736,3270.870339,2699.032636,1840.099106,83.502454,110.976216
3290,0,0,48,4.159104814,294.8386623,15.90796502,0.361282822,1,0.928709795,0.414416496,2.22704622,1.177353928,0.99002689,0.417240703,66.162894,27.605852,297.733023,71.585843,51.335843,0.885409,2.227046,0.397571,14,0,0,0.0,0.0,0,44.552501,06 Jun 17:00,26.720799,273.573044,12617.257168,1852.948598,2503.009689,2476.183612,2359.97113,2022.802577,1401.697057,30239.755194,4440.958221,5998.958351,5934.664351,5656.138125,4848.046917,3359.444545,91.644623,127.794874
3291,0,0,56,4.180197141,132.6410763,6.678070958,0.628395712,1,0.000673994,0.340491135,3.480593164,2.700962553,0.413794151,0.749723117,27.915653,20.92901,125.620439,30.051319,22.409805,2.628881,3.980593,0.660424,2,0,0,0.0,0.0,0,91.52962,02 Apr 09:00,30.005415,124.170586,12037.52297,2078.311338,2149.636036,1985.935835,2098.026626,2026.895955,1700.919632,16055.958884,2772.105323,2867.240031,2648.892469,2798.402064,2703.526152,2268.730533,118.065604,158.32477
3292,0,1,34,4.512320416,346.0082403,9.459948331,0.548258311,1,0.694263903,0.383150178,2.12820821,1.660285843,0.324646536,0.454848007,42.686318,19.415787,192.088431,42.569767,22.319767,1.520511,2.128208,0.714456,6,12,6,1.0,1.0,1,32.795265,31 Jul 12:00,56.618921,177.014986,2898.350495,420.172112,547.377225,604.606414,570.925937,442.126117,312.613211,11454.729636,1591.34402,2235.928727,2452.04408,2292.400133,1748.256182,1133.210046,10.595901,20.209218
3293,1,1,70,3.503663447,98.27182991,13.16211143,0.838235182,0,0.127258532,0.25671681,2.753385387,2.413215121,1.422826137,0.343444982,46.115609,15.838174,207.520239,59.229501,38.979501,1.150451,2.753385,0.417831,5,5,5,0.0,1.0,1,19.388015,29 Jun 09:00,44.905465,111.043783,2306.990169,396.545092,412.4265,385.814716,403.775264,389.108153,319.884895,8538.024204,1419.215447,1554.773746,1485.066884,1547.621536,1426.673444,1106.611486,9.375018,14.245375
3294,0,0,76,4.201441435,4.342327004,12.76013831,0.282698032,1,0.756173727,0.454635234,3.986681468,3.178784802,0.611134509,0.41226194,53.610974,22.101764,241.249382,57.420622,37.170622,1.385975,3.986681,0.347651,4,0,0,0.0,0.0,0,41.618602,31 Jul 12:00,56.618921,177.014986,5430.339435,760.971273,1045.741069,1163.182472,1089.778696,816.856232,553.020717,13172.059831,1845.843934,2536.593541,2821.464361,2643.413074,1981.400834,1341.430318,19.529888,30.169479
3295,1,0,0,5.200773797,223.5303786,8.357795247,0.787616044,0,0.947294455,0.273374021,2.658276453,1.59292494,1.290353647,0.892483243,43.467003,38.793571,195.601511,37.610079,21.90747,8.190639,4.73633,1.729322,1,0,0,0.0,0.0,0,75.435586,02 Apr 14:00,37.777151,217.645838,14370.158642,2479.88213,2700.209948,2310.316013,2392.351803,2430.576679,2054.663162,15955.176442,2749.280892,3003.152311,2571.957361,2663.117305,2698.036645,2267.310475,126.933539,217.915642
3296,1,0,63,4.210600003,82.43348244,15.87111374,0.118999596,0,0.155162116,0.296995033,2.762361519,1.886367417,0.421304093,0.422346629,66.826912,28.224121,300.721102,71.420012,51.170012,1.277174,2.762362,0.462348,8,0,0,0.0,0.0,0,65.045245,29 Jun 08:00,35.876625,97.331153,11952.11967,1817.82137,2320.338437,2347.910944,2346.134596,1918.603021,1203.331543,28241.877854,4293.565654,5482.305693,5549.210307,5544.603982,4531.161774,2845.799948,45.680953,63.758715
3297,0,0,52,4.283541522,216.2571366,14.11851714,0.183533313,0,0.20444361,0.334545355,2.486006943,3.828802748,1.392278715,0.470601122,60.477254,28.460664,272.147645,63.533327,43.283327,2.862086,2.486007,1.151278,4,0,0,0.0,0.0,0,85.179265,02 Apr 14:00,37.777151,217.645838,17247.820425,3027.019213,3116.406255,2642.668222,2767.237525,2943.015511,2751.291321,36650.617922,6432.240228,6622.182531,5615.516699,5880.219234,6253.737243,5846.334444,79.57036,116.79716
3298,1,1,55,5.2782389,17.87215621,17.75015457,0.928525742,0,0.16262429,0.443274122,2.789872465,2.603541663,0.128468877,0.424257545,93.689556,39.748501,421.603003,79.875696,59.625696,2.035347,2.789872,0.729548,7,7,7,1.0,0.0,1,35.555007,29 Jun 10:00,53.017572,128.104971,5364.593729,745.786555,1050.523023,1146.664269,1077.116898,806.906415,537.047946,16015.554647,2184.950409,3151.660187,3510.73619,3278.461578,2380.162657,1507.096859,11.518673,15.430629
3299,1,0,90,3.321468698,300.4093004,6.962945676,0.968186718,0,0.983179458,0.433442465,3.923028684,3.963721151,1.158690562,0.466051734,23.127206,10.778475,104.072427,31.333256,22.499486,1.65566,3.255039,0.508645,2,0,0,0.0,0.0,0,85.611062,29 Jun 15:00,46.061708,246.876803,1715.381146,245.473845,350.227845,346.390802,340.092161,262.273217,170.87262,3686.861663,527.619747,752.910378,744.435184,730.797989,563.872741,367.104446,49.157533,68.457812
3300,0,0,21,5.418403484,27.93945341,5.563837975,0.732709239,0,0.865911784,0.281786569,3.781463075,2.910347168,1.314768231,0.636957246,30.147119,19.202426,135.662036,25.037271,21.683545,2.352395,4.081463,0.576361,2,0,0,0.0,0.0,0,46.793687,31 Jul 12:00,56.618921,177.014986,5326.679305,753.099492,1045.029138,1121.932726,1074.996878,813.837552,517.347249,8362.694673,1182.339079,1640.658101,1761.393981,1687.706381,1277.695641,812.21656,18.789614,21.695744
3301,0,1,32,3.941475415,136.194774,5.900188582,0.724637702,0,0.475313364,0.498293652,3.774486812,3.236302232,0.685417499,0.602692158,23.255448,14.015876,104.649517,26.550849,21.951249,1.814284,3.862646,0.4697,2,2,2,0.0,1.0,1,120.818503,02 Apr 09:00,30.005415,124.170586,6556.908651,1144.457809,1163.709895,1068.335752,1132.450175,1107.886099,941.457829,13433.549574,2334.534406,2388.738134,2190.901995,2323.39681,2267.802479,1930.54654,136.400096,164.980971
3302,1,1,83,3.038754195,135.1872085,18.97156908,0.770695123,1,0.042035452,0.475509988,2.346411066,2.172195617,0.491857177,0.351618085,57.649935,20.27076,259.424708,85.372061,65.122061,0.959894,2.346411,0.40909,9,18,9,1.0,1.0,1,31.358491,27 Aug 10:00,41.555077,138.086389,3919.357784,646.309429,723.931769,670.630842,713.879252,664.602416,500.955753,15183.966876,2431.026272,2853.008785,2680.968981,2848.607494,2552.268104,1821.424194,29.019422,38.043143
3303,0,0,15,4.667144306,16.07408671,19.59006256,0.806121236,0,0.278579628,0.487118001,2.381576034,2.17101543,0.30122723,0.591308713,91.429649,54.063148,411.43342,88.155282,67.905282,19.198261,2.816044,6.817458,1,0,0,0.0,0.0,0,53.138896,31 Jul 11:00,54.132984,152.179815,13689.788375,1929.336141,2653.053146,2906.413684,2753.601683,2073.607392,1371.762671,23151.677422,3262.823848,4486.748006,4915.222221,4656.792072,3506.810199,2319.875651,33.252231,43.168362
3304,1,1,17,3.211197776,238.2816,13.12864407,0.044186571,0,0.332666414,0.401891865,3.801879141,2.207838397,0.886208406,0.583374007,42.158673,24.594274,189.714027,59.078898,38.828898,1.302536,3.146974,0.413901,6,6,6,1.0,0.0,1,48.433653,16 Aug 14:00,45.547681,221.976491,7274.70279,1189.500937,1426.828946,1258.556944,1277.372112,1199.27421,922.116292,13446.54408,2227.568628,2610.367626,2290.654754,2337.987321,2233.259183,1744.750733,83.894656,127.647296
3305,0,1,99,5.279130883,17.77073096,11.76728029,0.186215206,0,0.606264545,0.427338811,3.802934056,1.571762819,0.129921745,0.367496615,62.121013,22.829262,279.544558,52.952761,32.702761,0.857581,3.802934,0.225505,7,7,7,1.0,0.0,1,29.148157,31 Jul 11:00,54.132984,152.179815,4279.498033,600.997502,834.030682,903.648088,857.716564,648.266476,434.780639,15880.924294,2238.165931,3083.043564,3368.747433,3198.200533,2409.042044,1581.564229,14.85276,24.049794
3306,0,0,62,4.322330448,341.0153122,13.53029701,0.966375594,0,0.365768293,0.384013336,3.236713255,1.069736844,0.77867587,0.571952315,58.482415,33.449152,263.170866,60.886337,40.636337,0.794946,3.236713,0.245603,13,0,0,0.0,0.0,0,36.699683,28 Jun 17:00,27.819126,273.091576,9412.343754,1304.709798,1850.172693,2009.519257,1880.881908,1445.136648,920.673893,16456.518375,2281.151361,3234.837328,3513.438464,3288.529243,2526.673316,1609.703941,48.633093,72.868057
3307,1,0,4,3.760304917,164.4990603,7.339139699,0.015606176,1,0.881367294,0.283748771,2.237899868,3.80679876,0.533727603,0.692973269,27.597403,19.124263,124.188314,33.026129,22.530924,7.192357,2.65897,2.704941,1,0,0,0.0,0.0,0,58.13622,05 Sep 11:00,43.517853,159.53255,7982.747142,1423.742632,1450.337428,1240.14545,1355.210126,1404.900955,1109.69634,11652.255543,2089.864205,2106.222031,1798.761966,1966.622939,2051.012717,1641.570837,64.481476,94.517809
3308,0,1,35,3.698704886,354.142586,13.66478338,0.790068619,1,0.972468605,0.31049112,3.846314167,1.386340135,1.232245602,0.547168406,50.542001,27.654986,227.439005,61.491525,41.241525,0.762953,3.624731,0.210485,10,20,10,1.0,1.0,1,28.147403,31 Jul 12:00,56.618921,177.014986,2023.883727,314.69507,380.761346,381.895425,383.795287,323.672986,239.287383,12769.180333,1775.760654,2472.060248,2746.688882,2562.332656,1930.021736,1280.700304,5.355723,7.985436
3309,0,0,96,5.433021295,347.7994219,15.35782407,0.48748833,0,0.557554013,0.337615135,2.456968078,2.188991337,0.169896651,0.690501685,83.439385,57.615036,375.477233,69.110208,48.860208,15.050668,3.828072,3.931658,1,0,0,0.0,0.0,0,30.869484,28 Jun 17:00,27.819126,273.091576,15278.026601,2122.776941,2977.074216,3274.06341,3059.346394,2326.93189,1515.795963,22125.979105,3074.252943,4311.465324,4741.571701,4430.613727,3369.914697,2195.209542,40.549842,57.35563
3310,0,1,74,5.128202952,82.20801545,14.63885722,0.256893022,1,0.396826808,0.290201602,3.032191948,1.115563133,0.530584116,0.643347896,75.071031,48.29679,337.819639,65.874857,45.624857,14.34608,3.36655,4.26136,1,2,1,1.0,1.0,1,104.840548,29 Jun 08:00,35.876625,97.331153,21347.393985,3315.62336,4071.107087,4100.606462,4100.14476,3425.475124,2337.863463,35037.011213,5444.866432,6673.781898,6717.536543,6731.276329,5628.629327,3846.798956,76.639521,110.654976
